Wikidata ID,Wikidata Label,BCT Name,BCT Link,Chicago Name,Chicago Link,Clowder Name,Clowder Link,Context Name,Context Link,Mathlib Name,Mathlib Link,nLab Name,nLab Link,PlanetMath Name,PlanetMath Link
Q175022,Digital (signal),,,,,,,,,,,digital signal,https://ncatlab.org/nlab/show/digital+signal,,
Q1750507,Beta function (physics),,,,,,,,,,,beta function,https://ncatlab.org/nlab/show/beta+function,beta function,http://planetmath.org/betafunction
Q175116,Discrete space,discrete topological space,https://arxiv.org/pdf/1612.09375#page=12,,,,,,,,,,,discrete space,http://planetmath.org/discretespace
Q1751685,Solution set,,,,,,,solution set,https://emilyriehl.github.io/files/context.pdf#page=165,,,,,,
Q1751823,No-cloning theorem,,,,,,,no cloning theorem,https://emilyriehl.github.io/files/context.pdf#page=44,,,no-cloning theorem,https://ncatlab.org/nlab/show/no-cloning+theorem,,
Q175199,Variance,,,,,,,,,,,,,variance,http://planetmath.org/variance
Q17521172,,,,general linear algebra,https://mathgloss.github.io/MathGloss/chicago/general_linear_algebra,,,,,,,,,,
Q1752516,Riemann series theorem,,,,,,,,,,,Riemann series theorem,https://ncatlab.org/nlab/show/Riemann+series+theorem,,
Q1752667,Linear code,,,,,,,,,,,linear code,https://ncatlab.org/nlab/show/linear+code,linear code,http://planetmath.org/linearcode
Q1754327,Preconditioner,,,,,,,,,,,preconditioner,https://ncatlab.org/nlab/show/preconditioner,,
Q1755242,Nilpotent group,,,nilpotent group,https://mathgloss.github.io/MathGloss/chicago/nilpotent_group,,,,,nilpotent group,https://leanprover-community.github.io/mathlib4_docs/Mathlib/GroupTheory/Nilpotent.html#Group.IsNilpotent,nilpotent group,https://ncatlab.org/nlab/show/nilpotent+group,normalizer condition,http://planetmath.org/normalizercondition
Q1755277,Tridiagonal matrix,,,,,,,,,,,,,tridiagonal matrix,http://planetmath.org/tridiagonalmatrix
Q1755380,Rough number,,,,,,,,,,,,,rough number,http://planetmath.org/roughnumber
Q1755492,Unusual number,,,,,,,,,,,,,unusual number,http://planetmath.org/unusualnumber
Q1755512,Duality (mathematics),,,,,,,,,,,,,self-dual,http://planetmath.org/selfdual
Q1755697,Liouville number,,,,,,,,,,,,,Liouville number,http://planetmath.org/liouvillenumber
Q1755843,Multiply perfect number,,,,,,,,,,,,,multiply perfect number,http://planetmath.org/multiplyperfectnumber
Q1756171,Witt vector,,,,,,,,,,,,,Witt vectors,http://planetmath.org/wittvectors
Q1756442,LR parser,,,,,,,,,,,,,LR(k),http://planetmath.org/lrk
Q175648,Conjugate index,,,,,,,,,,,,,conjugate index,http://planetmath.org/conjugateindex
Q1756677,Stability theory,,,,,,,,,,,stability theory,https://ncatlab.org/nlab/show/stability+theory,,
Q1756828,Cayley–Dickson construction,,,,,,,,,,,Cayley-Dickson construction,https://ncatlab.org/nlab/show/Cayley-Dickson+construction,Cayley-Dickson construction,http://planetmath.org/cayleydicksonconstruction
Q1756942,Partial function,partial function,https://arxiv.org/pdf/1612.09375#page=72,,,,,partial function,https://emilyriehl.github.io/files/context.pdf#page=39,,,partial function,https://ncatlab.org/nlab/show/partial+function,partial mapping,http://planetmath.org/partialmapping
Q1757451,Prismatoid,,,,,,,,,,,,,prismatoid,http://planetmath.org/prismatoid
Q175751,Tunneling effect,,,,,,,,,,,quantum tunneling,https://ncatlab.org/nlab/show/quantum+tunneling,,
Q1757587,Ornstein–Uhlenbeck process,,,,,,,,,,,,,Ornstein-Uhlenbeck process,http://planetmath.org/ornsteinuhlenbeckprocess
Q1757948,Formality,,,,,,,,,,,formality,https://ncatlab.org/nlab/show/formality,,
Q1758767,Leptoquark,,,,,,,,,,,leptoquark,https://ncatlab.org/nlab/show/leptoquark,,
Q1759811,Wilson prime,,,,,,,,,,,,,Wilson prime,http://planetmath.org/wilsonprime
Q1760309,Pitch class,,,,,,,,,,,pitch-class,https://ncatlab.org/nlab/show/pitch-class,,
Q176088,Membranes,,,,,,,,,,,membrane,https://ncatlab.org/nlab/show/membrane,,
Q1761068,Neorealism (international relations),,,,,,,,,,,structural realism,https://ncatlab.org/nlab/show/structural+realism,,
Q1761084,Length of a module,,,finite length R-module,https://mathgloss.github.io/MathGloss/chicago/finite_length_r-module,,,,,,,,,length of a module,http://planetmath.org/lengthofamodule
Q1761121,,,,normalizer of a group,https://mathgloss.github.io/MathGloss/chicago/normalizer_of_a_group,,,,,,,,,,
Q1762213,Locally constant,,,,,,,,,,,locally constant function,https://ncatlab.org/nlab/show/locally+constant+function,,
Q176244,Frattini subgroup,,,Frattini subgroup,https://mathgloss.github.io/MathGloss/chicago/frattini_subgroup,,,,,,,,,non-generator,http://planetmath.org/nongenerator
Q1764362,Egyptian fraction,,,,,,,,,,,,,Egyptian fraction,http://planetmath.org/egyptianfraction
Q1764371,Signed measure,,,signed measure,https://mathgloss.github.io/MathGloss/chicago/signed_measure,,,,,,,,,signed measure,http://planetmath.org/signedmeasure
Q176468,State transition system,,,,,,,,,,,transition system,https://ncatlab.org/nlab/show/transition+system,,
Q1765521,Doob's martingale convergence theorems,,,,,,,,,,,,,martingale convergence theorem,http://planetmath.org/martingaleconvergencetheorem
Q176583,Stochastic matrix,,,,,,,,,,,,,stochastic matrix,http://planetmath.org/stochasticmatrix
Q176604,Random matrix,,,,,,,,,,,random matrix,https://ncatlab.org/nlab/show/random+matrix,,
Q176623,RandomVariable,,,,,,,,,,,random variable,https://ncatlab.org/nlab/show/random+variable,random variable,http://planetmath.org/randomvariable
Q176630,Relevance logic,,,,,,,,,,,relevance logic,https://ncatlab.org/nlab/show/relevance+logic,,
Q176645,Markov chain,,,,,,,Markov chain,https://emilyriehl.github.io/files/context.pdf#page=183,,,Markov chain,https://ncatlab.org/nlab/show/Markov+chain,Markov chain,http://planetmath.org/markovchain
Q1767080,Diagonalizable matrix,,,,,,,,,,,,,diagonalizable,http://planetmath.org/diagonalizable
Q1767119,Continuous functional calculus,,,,,,,,,,,,,continuous functional calculus,http://planetmath.org/continuousfunctionalcalculus
Q1767128,Order statistic,,,,,,,,,,,,,order statistics,http://planetmath.org/orderstatistics
Q176737,Stochastic process,,,,,,,,,,,stochastic process,https://ncatlab.org/nlab/show/stochastic+process,stochastic process,http://planetmath.org/stochasticprocess
Q176786,Intuitionistic logic,,,,,,,,,,,intuitionistic logic,https://ncatlab.org/nlab/show/intuitionistic+logic,intuitionistic logic,http://planetmath.org/intuitionisticlogic
Q1770333,Ultra-high-energy cosmic ray,,,,,,,,,,,ultra-high energy cosmic ray,https://ncatlab.org/nlab/show/ultra-high+energy+cosmic+ray,,
Q177045,Second law of thermodynamics,,,,,,,,,,,second law of thermodynamics,https://ncatlab.org/nlab/show/second+law+of+thermodynamics,,
Q177051,Pascal's triangle,,,,,,,,,,,,,Pascal’s triangle,http://planetmath.org/pascalstriangle
Q1770567,Soliton (topology),,,,,,,,,,,topological defect,https://ncatlab.org/nlab/show/topological+defect,soliton,http://planetmath.org/soliton
Q1771121,Sequent calculus,,,,,,,,,,,sequent calculus,https://ncatlab.org/nlab/show/sequent+calculus,Gentzen system,http://planetmath.org/gentzensystem
Q177144,F-distribution,,,,,,,,,,,,,F distribution,http://planetmath.org/fdistribution
Q1771501,Limit cardinal,,,,,,,,,,,,,limit cardinal,http://planetmath.org/limitcardinal
Q177251,Associative property,associativity,https://arxiv.org/pdf/1612.09375#page=18,associative,https://mathgloss.github.io/MathGloss/chicago/associative,,,,,,,associativity,https://ncatlab.org/nlab/show/associativity,associative,http://planetmath.org/associative
Q17736,Axiom,,,,,,,,,,,axiom,https://ncatlab.org/nlab/show/axiom,logical axiom,http://planetmath.org/logicalaxiom
Q1773982,Kleisli category,,,,,,,Kleisli category,https://emilyriehl.github.io/files/context.pdf#page=183,,,Kleisli triple,https://ncatlab.org/nlab/show/Kleisli+triple,,
Q177409,Projective geometry,,,,,,,,,,,projective geometry,https://ncatlab.org/nlab/show/projective+geometry,projective geometry,http://planetmath.org/projectivegeometry
Q1774143,Cube root,,,,,,,,,,,,,cube root,http://planetmath.org/cuberoot
Q177625,Electromagnetic field,,,,,,,,,,,electromagnetic field,https://ncatlab.org/nlab/show/electromagnetic+field,,
Q177646,Proper subset,subset,https://arxiv.org/pdf/1612.09375#page=77,,,,,,,,,subset,https://ncatlab.org/nlab/show/subset,superset,http://planetmath.org/superset
Q1776598,ClusterSampling,,,,,,,,,,,,,cluster sampling,http://planetmath.org/clustersampling
Q1777486,Knot group,,,,,,,,,,,knot group,https://ncatlab.org/nlab/show/knot+group,,
Q1777803,Coalgebra,,,,,,,,,,,Sweedler notation,https://ncatlab.org/nlab/show/Sweedler+notation,,
Q1778098,Pointwise convergence,,,,,,,,,,,pointwise convergence,https://ncatlab.org/nlab/show/pointwise+convergence,pointwise convergence,http://planetmath.org/pointwiseconvergence
Q1778169,Schur complement,,,,,,,,,,,Schur complement,https://ncatlab.org/nlab/show/Schur+complement,Schur complement,http://planetmath.org/schurcomplement
Q1778193,Direct product,,,,,,,,,,,,,direct product of modules,http://planetmath.org/directproductofmodules
Q1778247,Codimension,,,,,,,,,,,codimension,https://ncatlab.org/nlab/show/codimension,,
Q177898,Sieve of Eratosthenes,,,,,,,,,,,,,sieve of Eratosthenes,http://planetmath.org/sieveoferatosthenes1
Q1779061,Super-Poulet number,,,,,,,,,,,,,super-Poulet number,http://planetmath.org/superpouletnumber
Q1780005,Comma category,comma category,https://arxiv.org/pdf/1612.09375#page=67,,,,,comma category,https://emilyriehl.github.io/files/context.pdf#page=40,comma category,https://leanprover-community.github.io/mathlib4_docs/Mathlib/CategoryTheory/Comma/Basic.html#CategoryTheory.Comma,comma category,https://ncatlab.org/nlab/show/comma+category,,
Q178036,Brownian movement,,,,,,,,,,,Brownian motion,https://ncatlab.org/nlab/show/Brownian+motion,Brownian motion,http://planetmath.org/brownianmotion
Q1780743,Compact operator,,,compact linear transformation,https://mathgloss.github.io/MathGloss/chicago/compact_linear_transformation,,,,,,,compact operator,https://ncatlab.org/nlab/show/compact+operator,compact operator,http://planetmath.org/compactoperator
Q1780921,Orthogonal complement,,,orthogonal complement,https://mathgloss.github.io/MathGloss/chicago/orthogonal_complement,,,,,orthogonal complement,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Analysis/InnerProductSpace/Orthogonal.html#Submodule.orthogonal,,,,
Q1781115,Self-descriptive number,,,,,,,,,,,,,self-descriptive number,http://planetmath.org/selfdescriptivenumber
Q1781358,Wedge sum,,,wedge sum,https://mathgloss.github.io/MathGloss/chicago/wedge_sum,,,,,,,wedge sum,https://ncatlab.org/nlab/show/wedge+sum,,
Q178192,Cross product,,,,,,,,,,,cross product,https://ncatlab.org/nlab/show/cross+product,cross product,http://planetmath.org/crossproduct
Q1782332,Divisible group,,,divisible group,https://mathgloss.github.io/MathGloss/chicago/divisible_group,,,,,,,divisible module,https://ncatlab.org/nlab/show/divisible+module,divisible group,http://planetmath.org/divisiblegroup
Q1782585,Consistent estimator,,,,,,,,,,,,,consistent estimator,http://planetmath.org/consistentestimator
Q1782924,Constituent quark,,,,,,,,,,,constituent quark model,https://ncatlab.org/nlab/show/constituent+quark+model,,
Q178296,Dodecahedron,,,,,,,,,,,dodecahedron,https://ncatlab.org/nlab/show/dodecahedron,dodecahedron,http://planetmath.org/dodecahedron
Q1783105,Contact geometry,,,,,,,,,,,contact manifold,https://ncatlab.org/nlab/show/contact+manifold,contact manifold,http://planetmath.org/contactmanifold
Q1783179,Orthogonal group,,,orthogonal group,https://mathgloss.github.io/MathGloss/chicago/orthogonal_group,,,,,,,special orthogonal group,https://ncatlab.org/nlab/show/special+orthogonal+group,orthogonal group,http://planetmath.org/orthogonalgroup
Q1783484,Modulus of convergence,,,,,,,,,,,modulus of convergence,https://ncatlab.org/nlab/show/modulus+of+convergence,,
Q1783502,Rate of convergence,,,,,,,,,,,,,quadratic convergence,http://planetmath.org/quadraticconvergence
Q178354,Reason,,,,,,,,,,,reasoning,https://ncatlab.org/nlab/show/reasoning,,
Q1783557,Morse potential,,,,,,,,,,,Morse potential,https://ncatlab.org/nlab/show/Morse+potential,,
Q1783746,Cyclic polygon,,,,,,,,,,,,,concyclic,http://planetmath.org/concyclic
Q178377,Mathematical induction,,,,,,,,,,,induction,https://ncatlab.org/nlab/show/induction,induction,http://planetmath.org/induction
Q1784026,Ulam number,,,,,,,,,,,,,Ulam number,http://planetmath.org/ulamnumber
Q178546,Determinant,determinant,https://arxiv.org/pdf/1612.09375#page=37,determinant,https://mathgloss.github.io/MathGloss/chicago/determinant,,,,,determinant,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Matrix/Determinant/Basic.html#Matrix.det,determinant,https://ncatlab.org/nlab/show/determinant,determinant,http://planetmath.org/determinant
Q17859776,,,,orbit,https://mathgloss.github.io/MathGloss/chicago/orbit,,,,,,,,,,
Q1786640,Wreath product,,,,,,,,,,,wreath product,https://ncatlab.org/nlab/show/wreath+product,wreath product,http://planetmath.org/wreathproduct
Q178674,Nanometre,,,,,,,,,,,nanometer,https://ncatlab.org/nlab/show/nanometer,,
Q178706,Institution,,,,,,,,,,,institution,https://ncatlab.org/nlab/show/institution,,
Q178801,MonIsm,,,,,,,,,,,monism,https://ncatlab.org/nlab/show/monism,,
Q1788166,Clubs (suit),,,,,,,,,,,,,♣,http://planetmath.org/clubsuit
Q1789063,L-function,,,,,,,,,,,L-function,https://ncatlab.org/nlab/show/L-function,,
Q1789519,Quantum electrodynamic threshold,,,,,,,,,,,Schwinger limit,https://ncatlab.org/nlab/show/Schwinger+limit,,
Q1789847,Kronecker symbol,,,,,,,,,,,,,Kronecker symbol,http://planetmath.org/kroneckersymbol
Q179179,Interest rate,,,,,,,,,,,,,interest rate,http://planetmath.org/interestrate
Q179208,Cayley's theorem,,,,,,,Cayley's theorem,https://emilyriehl.github.io/files/context.pdf#page=79,,,Cayley's theorem,https://ncatlab.org/nlab/show/Cayley%27s+theorem,,
Q179235,Phenomenology (philosophy),,,,,,,,,,,phenomenology (philosophy),https://ncatlab.org/nlab/show/phenomenology+%28philosophy%29,,
Q179436,Asymptote,,,,,,,,,,,,,asymptote,http://planetmath.org/asymptote
Q179448,Noise,,,,,,,,,,,noise,https://ncatlab.org/nlab/show/noise,,
Q179467,Fourier series,,,,,,,,,,,,,Fourier coefficients,http://planetmath.org/fouriercoefficients
Q17949,False statement,,,,,,,,,,,falsehood,https://ncatlab.org/nlab/show/falsehood,,
Q1796658,Composite field (mathematics),,,,,,,,,,,,,composite field,http://planetmath.org/compositefield
Q179692,AxiomOfChoice,axiom of choice,https://arxiv.org/pdf/1612.09375#page=79,,,,,axiom of choice,https://emilyriehl.github.io/files/context.pdf#page=30,,,axiom of choice,https://ncatlab.org/nlab/show/axiom+of+choice,axiom of choice,http://planetmath.org/axiomofchoice
Q179899,Topological space,topological space,https://arxiv.org/pdf/1612.09375#page=14,topological space,https://mathgloss.github.io/MathGloss/chicago/topological_space,,,topological space,https://emilyriehl.github.io/files/context.pdf#page=22,topological space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Basic.html#TopologicalSpace,topological space,https://ncatlab.org/nlab/show/topological+space,topological space,http://planetmath.org/topologicalspace
Q179916,Hubbles constant,,,,,,,,,,,Hubble's law,https://ncatlab.org/nlab/show/Hubble%27s+law,,
Q17995793,Quantum computing,,,,,,,,,,,quantum parallelism,https://ncatlab.org/nlab/show/quantum+parallelism,,
Q1801244,Zero-dimensional space,,,,,,,,,,,,,zero dimensional,http://planetmath.org/zerodimensional
Q180345,Rational root theorem,,,,,,,,,,,rational zero theorem,https://ncatlab.org/nlab/show/rational+zero+theorem,rational root theorem,http://planetmath.org/rationalroottheorem
Q1804923,Long line (topology),,,,,,,,,,,long line,https://ncatlab.org/nlab/show/long+line,long line,http://planetmath.org/longline
Q180536,Philosophy of mathematics,,,,,,,,,,,Platonism,https://ncatlab.org/nlab/show/Platonism,,
Q180544,Prism (geometry),,,,,,,,,,,prism,https://ncatlab.org/nlab/show/prism,,
Q180634,Distributed programming,,,,,,,,,,,distributed computing,https://ncatlab.org/nlab/show/distributed+computing,,
Q1807061,Lattice phase equaliser,,,,,,,,,,,,,lattice filter,http://planetmath.org/latticefilter
Q1807879,Wick rotation,,,,,,,,,,,Wick rotation,https://ncatlab.org/nlab/show/Wick+rotation,,
Q180832,Logos,,,,,,,,,,,logos,https://ncatlab.org/nlab/show/logos,,
Q18085712,Permutation model,,,,,,,,,,,permutation model,https://ncatlab.org/nlab/show/permutation+model,permutation model,http://planetmath.org/permutationmodel
Q180907,Bijection,,,bijective,https://mathgloss.github.io/MathGloss/chicago/bijective,conditions-on-relations:subsection-bijective-relations,https://www.clowderproject.com/tag/02Y8.html,,,,,one-to-one correspondence,https://ncatlab.org/nlab/show/one-to-one+correspondence,bijection,http://planetmath.org/bijection
Q180953,Distance function,metric space,https://arxiv.org/pdf/1612.09375#page=99,metric space,https://mathgloss.github.io/MathGloss/chicago/metric_space,,,,,metric space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/MetricSpace/Defs.html#MetricSpace,premetric space,https://ncatlab.org/nlab/show/premetric+space,SNCF metric,http://planetmath.org/sncfmetric
Q180969,Algebraic geometry,algebraic geometry,https://arxiv.org/pdf/1612.09375#page=29,,,,,,,,,algebraic geometry,https://ncatlab.org/nlab/show/algebraic+geometry,algebraic geometry,http://planetmath.org/algebraicgeometry
Q1810244,London Mathematical Society,,,,,,,,,,,,,London Mathematical Society,http://planetmath.org/londonmathematicalsociety
Q181069,Star Wars: Episode II – Attack of the Clones,,,,,,,,,,,Qi Zhu,https://ncatlab.org/nlab/show/Qi+Zhu,,
Q1812158,Empty sum,empty sum,https://arxiv.org/pdf/1612.09375#page=135,,,,,,,,,,,empty sum,http://planetmath.org/emptysum
Q1812172,Empty product,empty product,https://arxiv.org/pdf/1612.09375#page=119,,,,,,,,,,,empty product,http://planetmath.org/emptyproduct
Q181296,Abelian group,,,abelian group,https://mathgloss.github.io/MathGloss/chicago/abelian_group,,,,,,,finite abelian group,https://ncatlab.org/nlab/show/finite+abelian+group,abelian group,http://planetmath.org/abeliangroup
Q1813177,Lehmer mean,,,,,,,,,,,,,Lehmer mean,http://planetmath.org/lehmermean
Q181365,Dot product,,,Euclidean inner product,https://mathgloss.github.io/MathGloss/chicago/euclidean_inner_product,,,,,,,,,dot product,http://planetmath.org/dotproduct
Q1813899,Mathematical Association of America,,,,,,,,,,,,,Mathematical Association of America,http://planetmath.org/mathematicalassociationofamerica
Q1814838,Parallel transport,,,,,,,,,,,parallel transport,https://ncatlab.org/nlab/show/parallel+transport,,
Q181593,Sorting Algorithm,,,,,,,,,,,,,stable sorting algorithm,http://planetmath.org/stablesortingalgorithm
Q1816943,Schanuel's lemma,,,,,,,,,,,Schanuel's lemma,https://ncatlab.org/nlab/show/Schanuel%27s+lemma,,
Q1816952,Schur's Lemma,,,,,,,,,,,Schur's lemma,https://ncatlab.org/nlab/show/Schur%27s+lemma,Schur’s lemma,http://planetmath.org/schurslemma
Q1816967,Urysohn lemma,,,,,,,,,Urysohn's lemma,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/UrysohnsLemma.html#exists_continuous_zero_one_of_isClosed,Urysohn's lemma,https://ncatlab.org/nlab/show/Urysohn%27s+lemma,Urysohn extension theorem,http://planetmath.org/urysohnextensiontheorem
Q1817177,Polarization identity,,,,,,,,,,,polarization identity,https://ncatlab.org/nlab/show/polarization+identity,polarization identity,http://planetmath.org/polarizationidentity
Q181741,Event horizons,,,,,,,,,,,event horizon,https://ncatlab.org/nlab/show/event+horizon,,
Q182003,Injective function,injection,https://arxiv.org/pdf/1612.09375#page=131,injective,https://mathgloss.github.io/MathGloss/chicago/injective,constructions-with-sets:injective-functions,https://www.clowderproject.com/tag/02RJ.html,,,,,injection,https://ncatlab.org/nlab/show/injection,injective function,http://planetmath.org/injectivefunction
Q18205357,Augmentation map,,,,,,,,,,,augmented algebra,https://ncatlab.org/nlab/show/augmented+algebra,,
Q18205845,Cartesian monoidal category,,,,,,,,,,,cocartesian monoidal category,https://ncatlab.org/nlab/show/cocartesian+monoidal+category,,
Q18206146,Conductor of an elliptic curve,,,,,,,,,,,,,conductor of an elliptic curve,http://planetmath.org/conductorofanellipticcurve
Q18206257,Milnor–Moore theorem,,,,,,,,,,,Milnor-Moore theorem,https://ncatlab.org/nlab/show/Milnor-Moore+theorem,,
Q18207102,Final functor,,,,,,,,,,,final functor,https://ncatlab.org/nlab/show/final+functor,,
Q18207320,Gelfand–Raikov theorem,,,,,,,,,,,Gelfand-Raikov theorem,https://ncatlab.org/nlab/show/Gelfand-Raikov+theorem,,
Q18207755,Hexecontahedron,,,,,,,,,,,,,hexecontahedron,http://planetmath.org/hexecontahedron
Q18207801,Hodge–de Rham spectral sequence,,,,,,,,,,,Hodge–de Rham spectral sequence,https://ncatlab.org/nlab/show/Hodge%E2%80%93de+Rham+spectral+sequence,,
Q18207846,Hopf algebroid,,,,,,,,,,,Hopf algebroid,https://ncatlab.org/nlab/show/Hopf+algebroid,,
Q18208351,Jónsson–Tarski algebra,,,,,,,,,,,Jónsson-Tarski algebra,https://ncatlab.org/nlab/show/J%C3%B3nsson-Tarski+algebra,,
Q18210319,Borel's theorem,,,,,,,,,,,Borel's theorem,https://ncatlab.org/nlab/show/Borel%27s+theorem,,
Q18215105,Poincaré lemma,,,,,,,,,,,Poincaré lemma,https://ncatlab.org/nlab/show/Poincar%C3%A9+lemma,Poincaré lemma,http://planetmath.org/poincarelemma
Q182186,Pentagram,,,,,,,,,,,,,pentagram,http://planetmath.org/pentagram
Q1822837,Power associativity,,,,,,,,,,,power-associative algebra,https://ncatlab.org/nlab/show/power-associative+algebra,power-associative algebra,http://planetmath.org/powerassociativealgebra
Q1823781,Random number,,,,,,,,,,,,,random numbers,http://planetmath.org/randomnumbers
Q1824450,Singular measure,,,singular measure,https://mathgloss.github.io/MathGloss/chicago/singular_measure,,,,,,,,,singular measure,http://planetmath.org/singularmeasure
Q182453,Adiabatic process,,,,,,,,,,,adiabatic,https://ncatlab.org/nlab/show/adiabatic,,
Q182505,Bayes' theorem,,,,,,,,,,,Bayes rule,https://ncatlab.org/nlab/show/Bayes+rule,Bayes’ theorem,http://planetmath.org/bayestheorem
Q1825444,Limit set,,,,,,,,,,,,,omega limit set,http://planetmath.org/omegalimitset1
Q182598,Graph (function),,,graph of a function,https://mathgloss.github.io/MathGloss/chicago/graph_of_a_function,relations:the-graph-of-a-function,https://www.clowderproject.com/tag/00P1.html,,,,,graph of a function,https://ncatlab.org/nlab/show/graph+of+a+function,,
Q1826488,General linear model,,,,,,,,,,,,,general linear model,http://planetmath.org/generallinearmodel
Q182714,Heron's formula,,,,,,,,,,,,,Heron’s formula,http://planetmath.org/heronsformula
Q182717,Antiparticle,,,,,,,,,,,antiparticle,https://ncatlab.org/nlab/show/antiparticle,,
Q183216,Analytic philosophy,,,,,,,,,,,analytic philosophy,https://ncatlab.org/nlab/show/analytic+philosophy,,
Q18334,Particle physics,,,,,,,,,,,particle physics,https://ncatlab.org/nlab/show/particle+physics,,
Q18335,Radiation,,,,,,,,,,,radiation,https://ncatlab.org/nlab/show/radiation,,
Q18338,Standard Model,,,,,,,,,,,standard model of particle physics,https://ncatlab.org/nlab/show/standard+model+of+particle+physics,,
Q1834342,Modular group,,,,,,,,,,,"SL(2,Z)",https://ncatlab.org/nlab/show/SL%282%2CZ%29,,
Q18345290,Pseudocomplement,,,,,,,,,,,,,pseudocomplement,http://planetmath.org/pseudocomplement
Q18345526,Lax functor,,,,,,,,,,,lax functor,https://ncatlab.org/nlab/show/lax+functor,,
Q18347776,Gödel logic,,,,,,,,,,,Gödel logic,https://ncatlab.org/nlab/show/G%C3%B6del+logic,,
Q18348285,Levy collapse,,,,,,,,,,,,,Levy collapse,http://planetmath.org/levycollapse
Q18349448,Cumulative hierarchy,,,,,,,,,,,cumulative hierarchy,https://ncatlab.org/nlab/show/cumulative+hierarchy,cumulative hierarchy,http://planetmath.org/cumulativehierarchy
Q18350004,Hopf construction,,,,,,,,,,,Hopf construction,https://ncatlab.org/nlab/show/Hopf+construction,,
Q18350116,Obtuse triangle,,,,,,,,,,,obtuse triangle,https://ncatlab.org/nlab/show/obtuse+triangle,,
Q18352463,Iterated forcing,,,,,,,,,,,,,iterated forcing,http://planetmath.org/iteratedforcing
Q18354167,Noncommutative projective geometry,,,,,,,,,,,noncommutative projective geometry,https://ncatlab.org/nlab/show/noncommutative+projective+geometry,,
Q18354546,Normal section,,,,,,,,,,,,,normal section,http://planetmath.org/normalsection
Q18359,Theory of everything,,,,,,,,,,,theory of everything,https://ncatlab.org/nlab/show/theory+of+everything,,
Q18373,Gravitational constant,,,,,,,,,,,gravitational constant,https://ncatlab.org/nlab/show/gravitational+constant,,
Q18388824,Dyadic space,,,,,,,,,,,dyadic space,https://ncatlab.org/nlab/show/dyadic+space,,
Q18389871,Quantum master equation,,,,,,,,,,,quantum master equation,https://ncatlab.org/nlab/show/quantum+master+equation,,
Q18393924,Regular scheme,,,,,,,,,,,regular scheme,https://ncatlab.org/nlab/show/regular+scheme,,
Q18398697,Quaternionic structure,,,,,,,,,,,quaternionic structure,https://ncatlab.org/nlab/show/quaternionic+structure,,
Q18400501,Cut rule,,,,,,,,,,,cut rule,https://ncatlab.org/nlab/show/cut+rule,,
Q18408315,,,,order of a group,https://mathgloss.github.io/MathGloss/chicago/order_of_a_group,,,,,,,,,,
Q1841499,Categorial grammar,,,,,,,,,,,categorial grammar,https://ncatlab.org/nlab/show/categorial+grammar,,
Q184197,Rust,,,,,,,,,,,Rust,https://ncatlab.org/nlab/show/Rust,,
Q184410,Four color theorem,,,,,,,four color theorem,https://emilyriehl.github.io/files/context.pdf#page=67,,,four-colour theorem,https://ncatlab.org/nlab/show/four-colour+theorem,four-color conjecture,http://planetmath.org/fourcolorconjecture
Q184511,Idiom,,,,,,,,,,,idiom,https://ncatlab.org/nlab/show/idiom,,
Q184567,Minor scale,,,,,,,,,,,minor scale,https://ncatlab.org/nlab/show/minor+scale,,
Q184743,Periodic function,,,,,,,,,,,periodic function,https://ncatlab.org/nlab/show/periodic+function,periodic functions,http://planetmath.org/periodicfunctions
Q184754,String (computer science),,,,,,,,,,,string (computer science),https://ncatlab.org/nlab/show/string+%28computer+science%29,,
Q184871,Euler's formula,,,,,,,,,,,Euler's formula,https://ncatlab.org/nlab/show/Euler%27s+formula,,
Q184899,Proof by contradiction,,,,,,,,,,,refutation by contradiction,https://ncatlab.org/nlab/show/refutation+by+contradiction,,
Q1849020,Quantifier elimination,,,,,,,,,,,elimination of quantifiers,https://ncatlab.org/nlab/show/elimination+of+quantifiers,,
Q184996,Dielectric,,,,,,,,,,,dielectric medium,https://ncatlab.org/nlab/show/dielectric+medium,,
Q185049,Geometric mean,,,,,,,,,,,,,geometric mean,http://planetmath.org/geometricmean
Q1850712,Cone (category theory),cone,https://arxiv.org/pdf/1612.09375#page=126,,,,,cocone,https://emilyriehl.github.io/files/context.pdf#page=92,,,cone,https://ncatlab.org/nlab/show/cone,cone,http://planetmath.org/cone1
Q185148,Interval on the real line,,,interval,https://mathgloss.github.io/MathGloss/chicago/interval,,,,,,,interval,https://ncatlab.org/nlab/show/interval,subinterval,http://planetmath.org/subinterval
Q1851710,Model (logic),,,,,,,,,,,structure (model theory),https://ncatlab.org/nlab/show/structure+%28model+theory%29,many-sorted structure,http://planetmath.org/manysortedstructure
Q185264,History of mathematics,,,,,,,,,,,history of mathematics,https://ncatlab.org/nlab/show/history+of+mathematics,,
Q185357,Phase transition,,,,,,,,,,,phase transition,https://ncatlab.org/nlab/show/phase+transition,,
